SUMLEV,STNAME,CTYNAME,POPESTIMATE2008,BIRTHS2008,DEATHS2008
050,Virginia,Lexington city,7003,33,60
050,Virginia,Lynchburg city,72596,1038,789
050,Virginia,Manassas city,35205,616,197
050,Virginia,Manassas Park city,11319,234,18
050,Virginia,Martinsville city,14543,148,257
050,Virginia,Newport News city,179614,3142,1389
050,Virginia,Norfolk city,234220,4205,1954
050,Virginia,Norton city,3702,41,45
050,Virginia,Petersburg city,32916,570,473
050,Virginia,Poquoson city,11829,103,108
050,Virginia,Portsmouth city,100577,1716,1066
050,Virginia,Radford city,16125,153,116
050,Virginia,Richmond city,202002,3183,2302
050,Virginia,Roanoke city,92967,1171,1246
050,Virginia,Salem city,25449,260,286
050,Virginia,Staunton city,23967,306,300
050,Virginia,Suffolk city,82302,1261,703
050,Virginia,Virginia Beach city,433746,6370,2762
050,Virginia,Waynesboro city,21953,311,231
050,Virginia,Williamsburg city,12481,226,123
050,Virginia,Winchester city,25897,416,276
040,Washington,Washington,6549224,87302,47278
050,Washington,Adams County,17285,417,99
050,Washington,Asotin County,21420,276,211
050,Washington,Benton County,163058,2300,1066
050,Washington,Chelan County,71540,972,638
050,Washington,Clallam County,71021,696,872
050,Washington,Clark County,424733,5998,2811
050,Washington,Columbia County,3990,33,38
050,Washington,Cowlitz County,101254,1362,970
050,Washington,Douglas County,36653,559,272
050,Washington,Ferry County,7353,75,62
050,Washington,Franklin County,72783,1724,310
050,Washington,Garfield County,2060,14,11
050,Washington,Grant County,84697,1565,578
050,Washington,Grays Harbor County,71342,927,760
050,Washington,Island County,81424,924,737
050,Washington,Jefferson County,29542,238,336
050,Washington,King County,1875519,23073,11864
050,Washington,Kitsap County,239769,2885,1798
050,Washington,Kittitas County,38951,435,248
050,Washington,Klickitat County,20377,243,181
050,Washington,Lewis County,74132,975,804
050,Washington,Lincoln County,10344,105,113
050,Washington,Mason County,57846,694,551
050,Washington,Okanogan County,40033,562,378
050,Washington,Pacific County,21271,236,297
050,Washington,Pend Oreille County,12859,128,127
050,Washington,Pierce County,785639,10872,5726
050,Washington,San Juan County,15294,111,132
050,Washington,Skagit County,118000,1579,1059
050,Washington,Skamania County,10794,106,74
050,Washington,Snohomish County,683655,9472,4296
050,Washington,Spokane County,462677,6219,3758
050,Washington,Stevens County,42050,545,398
050,Washington,Thurston County,245181,2942,1784
050,Washington,Wahkiakum County,4133,41,61
050,Washington,Walla Walla County,57788,765,517
050,Washington,Whatcom County,196529,2401,1372
050,Washington,Whitman County,41664,441,213
050,Washington,Yakima County,234564,4392,1756
040,West Virginia,West Virginia,1814468,20980,20558
050,West Virginia,Barbour County,15600,183,192
050,West Virginia,Berkeley County,102044,1395,772
050,West Virginia,Boone County,24977,307,302
050,West Virginia,Braxton County,14700,142,179
050,West Virginia,Brooke County,23520,218,313
050,West Virginia,Cabell County,94631,1158,1165
050,West Virginia,Calhoun County,7212,73,81
050,West Virginia,Clay County,10075,130,117
050,West Virginia,Doddridge County,7201,72,87
050,West Virginia,Fayette County,46341,580,573
050,West Virginia,Gilmer County,6873,72,85
050,West Virginia,Grant County,12047,129,131
050,West Virginia,Greenbrier County,34567,379,420
050,West Virginia,Hampshire County,22574,261,228
050,West Virginia,Hancock County,30008,317,411
050,West Virginia,Hardy County,13591,162,143
050,West Virginia,Harrison County,68853,851,831
050,West Virginia,Jackson County,28157,326,319
050,West Virginia,Jefferson County,51615,659,399
050,West Virginia,Kanawha County,191018,2260,2368
050,West Virginia,Lewis County,17281,197,228
050,West Virginia,Lincoln County,22386,277,255
050,West Virginia,Logan County,35525,416,459
050,West Virginia,McDowell County,22707,267,340
050,West Virginia,Marion County,56496,655,702
050,West Virginia,Marshall County,32766,315,379
050,West Virginia,Mason County,25678,293,303
050,West Virginia,Mercer County,61500,708,780
050,West Virginia,Mineral County,26795,302,272
050,West Virginia,Mingo County,26352,349,332
050,West Virginia,Monongalia County,88221,988,603
050,West Virginia,Monroe County,13739,125,147
050,West Virginia,Morgan County,16325,154,193
050,West Virginia,Nicholas County,26137,301,320
050,West Virginia,Ohio County,44106,479,565
050,West Virginia,Pendleton County,7582,78,88
050,West Virginia,Pleasants County,7150,60,94
050,West Virginia,Pocahontas County,8472,82,112
050,West Virginia,Preston County,30285,331,335
050,West Virginia,Putnam County,55488,697,499
050,West Virginia,Raleigh County,79357,898,939
050,West Virginia,Randolph County,28264,326,337
050,West Virginia,Ritchie County,10308,119,121
050,West Virginia,Roane County,15169,171,170
050,West Virginia,Summers County,13017,113,157
050,West Virginia,Taylor County,16158,161,178
050,West Virginia,Tucker County,6877,62,95
050,West Virginia,Tyler County,8841,87,120
050,West Virginia,Upshur County,23582,273,256
050,West Virginia,Wayne County,41082,441,458
050,West Virginia,Webster County,9394,96,115
050,West Virginia,Wetzel County,16329,191,187
050,West Virginia,Wirt County,5757,63,71
050,West Virginia,Wood County,86204,983,948
050,West Virginia,Wyoming County,23534,248,284
040,Wisconsin,Wisconsin,5627967,74308,45327
050,Wisconsin,Adams County,20325,164,230
050,Wisconsin,Ashland County,16295,212,190
050,Wisconsin,Barron County,45590,567,477
050,Wisconsin,Bayfield County,14926,135,153
050,Wisconsin,Brown County,245018,3533,1580
050,Wisconsin,Buffalo County,13741,156,127
050,Wisconsin,Burnett County,16196,145,175
050,Wisconsin,Calumet County,44727,682,263
050,Wisconsin,Chippewa County,60456,795,518
050,Wisconsin,Clark County,33553,574,309
050,Wisconsin,Columbia County,55196,700,490
050,Wisconsin,Crawford County,16885,197,168
050,Wisconsin,Dane County,482705,6333,2674
050,Wisconsin,Dodge County,87912,990,842
050,Wisconsin,Door County,27771,260,300
050,Wisconsin,Douglas County,43774,514,424
050,Wisconsin,Dunn County,42688,500,285
050,Wisconsin,Eau Claire County,98286,1255,705
050,Wisconsin,Florence County,4652,35,38
050,Wisconsin,Fond du Lac County,99453,1274,898
050,Wisconsin,Forest County,9846,120,111
050,Wisconsin,Grant County,49238,605,496
050,Wisconsin,Green County,36090,475,333
050,Wisconsin,Green Lake County,18566,231,215
050,Wisconsin,Iowa County,23604,323,191
050,Wisconsin,Iron County,6197,39,93
050,Wisconsin,Jackson County,19904,260,189
050,Wisconsin,Jefferson County,80792,1066,589
050,Wisconsin,Juneau County,26633,308,280
050,Wisconsin,Kenosha County,164465,2201,1221
050,Wisconsin,Kewaunee County,20388,228,184
050,Wisconsin,La Crosse County,112627,1358,893
050,Wisconsin,Lafayette County,15871,210,137
050,Wisconsin,Langlade County,20165,220,231
050,Wisconsin,Lincoln County,29499,307,299
050,Wisconsin,Manitowoc County,80641,934,766
050,Wisconsin,Marathon County,130962,1717,996
050,Wisconsin,Marinette County,42288,462,484
050,Wisconsin,Marquette County,15060,178,173
050,Wisconsin,Menominee County,4571,108,13
050,Wisconsin,Milwaukee County,953328,15401,8135
050,Wisconsin,Monroe County,43350,681,402
050,Wisconsin,Oconto County,37529,415,316
050,Wisconsin,Oneida County,36031,328,395
050,Wisconsin,Outagamie County,174993,2368,1159
050,Wisconsin,Ozaukee County,85874,878,638
050,Wisconsin,Pepin County,7357,95,76
050,Wisconsin,Pierce County,40254,479,241
050,Wisconsin,Polk County,44270,532,418
050,Wisconsin,Portage County,68744,815,467
050,Wisconsin,Price County,14278,131,179
050,Wisconsin,Racine County,199510,2666,1460
050,Wisconsin,Richland County,17982,227,184
050,Wisconsin,Rock County,160213,2198,1259
050,Wisconsin,Rusk County,14389,176,162
050,Wisconsin,St. Croix County,82487,1252,468
050,Wisconsin,Sauk County,59013,821,535
050,Wisconsin,Sawyer County,17117,205,173
050,Wisconsin,Shawano County,40972,510,407
050,Wisconsin,Sheboygan County,114561,1466,984
050,Wisconsin,Taylor County,19308,260,189
050,Wisconsin,Trempealeau County,27790,381,296
050,Wisconsin,Vernon County,29090,444,291
050,Wisconsin,Vilas County,21919,194,264
050,Wisconsin,Walworth County,100749,1258,798
050,Wisconsin,Washburn County,16712,197,164
050,Wisconsin,Washington County,129477,1574,905
050,Wisconsin,Waukesha County,380629,4264,2766
050,Wisconsin,Waupaca County,51858,599,648
050,Wisconsin,Waushara County,24760,275,258
050,Wisconsin,Winnebago County,162111,1959,1245
050,Wisconsin,Wood County,73756,888,705
040,Wyoming,Wyoming,532668,7907,4081
050,Wyoming,Albany County,32758,424,167
050,Wyoming,Big Horn County,11322,158,127
050,Wyoming,Campbell County,41473,722,199
050,Wyoming,Carbon County,15624,224,120
050,Wyoming,Converse County,13267,171,97
050,Wyoming,Crook County,6457,99,53
050,Wyoming,Fremont County,38113,645,360
050,Wyoming,Goshen County,12072,135,121
050,Wyoming,Hot Springs County,4622,43,60
050,Wyoming,Johnson County,8464,100,74
050,Wyoming,Laramie County,87542,1339,694
050,Wyoming,Lincoln County,16631,292,130
050,Wyoming,Natrona County,73129,1102,578
050,Wyoming,Niobrara County,2428,20,19
050,Wyoming,Park County,27574,333,237
050,Wyoming,Platte County,8294,82,95
050,Wyoming,Sheridan County,28662,387,277
050,Wyoming,Sublette County,8456,127,57
050,Wyoming,Sweetwater County,39944,692,252
050,Wyoming,Teton County,20376,284,78
050,Wyoming,Uinta County,20617,345,129
050,Wyoming,Washakie County,7821,101,81
050,Wyoming,Weston County,7022,82,76
